Timestamp,Timestamp (ISO 8601),X,Y,Page
1763284826.020186,2025-11-16T14:50:26.020185,1548,1072,consent_page_0
1763284826.057223,2025-11-16T14:50:26.057223,1555,915,consent_page_0
1763284826.106256,2025-11-16T14:50:26.106255,1578,912,consent_page_0
1763284826.152603,2025-11-16T14:50:26.152602,1088,754,consent_page_0
1763284826.183912,2025-11-16T14:50:26.183912,1034,901,consent_page_0
1763284826.230670,2025-11-16T14:50:26.230670,1525,843,consent_page_0
1763284826.277406,2025-11-16T14:50:26.277405,840,890,consent_page_0
1763284826.308432,2025-11-16T14:50:26.308432,752,858,consent_page_0
1763284826.354924,2025-11-16T14:50:26.354923,745,747,consent_page_0
1763284826.386435,2025-11-16T14:50:26.386434,940,590,consent_page_0
1763284826.448931,2025-11-16T14:50:26.448931,1077,681,consent_page_0
1763284826.496890,2025-11-16T14:50:26.496890,1313,749,consent_page_0
1763284826.542739,2025-11-16T14:50:26.542739,1170,717,consent_page_0
1763284826.597000,2025-11-16T14:50:26.597000,1316,821,consent_page_0
1763284826.653744,2025-11-16T14:50:26.653744,1297,739,consent_page_0
1763284826.699045,2025-11-16T14:50:26.699044,1131,483,consent_page_0
1763284826.748161,2025-11-16T14:50:26.748160,1079,490,consent_page_0
1763284826.794465,2025-11-16T14:50:26.794464,1308,581,consent_page_0
1763284826.856238,2025-11-16T14:50:26.856237,1195,589,consent_page_0
1763284826.903005,2025-11-16T14:50:26.903005,1484,652,consent_page_0
1763284826.949141,2025-11-16T14:50:26.949140,1522,919,consent_page_0
1763284826.981885,2025-11-16T14:50:26.981885,1697,1003,consent_page_0
1763284827.481001,2025-11-16T14:50:27.481001,796,1027,consent_page_0
1763284827.543891,2025-11-16T14:50:27.543890,1047,1080,consent_page_0
1763284827.589285,2025-11-16T14:50:27.589285,1032,1076,consent_page_0
1763284827.636026,2025-11-16T14:50:27.636026,1114,1055,consent_page_0
1763284827.696443,2025-11-16T14:50:27.696443,1002,1080,consent_page_0
1763284827.731128,2025-11-16T14:50:27.731128,1405,974,consent_page_0
1763284828.789526,2025-11-16T14:50:28.789526,251,1080,consent_page_0
1763284828.835600,2025-11-16T14:50:28.835599,189,1080,consent_page_0
1763284829.383797,2025-11-16T14:50:29.383797,0,847,consent_page_0
1763284829.430120,2025-11-16T14:50:29.430120,0,966,consent_page_0
1763284829.478230,2025-11-16T14:50:29.478229,27,923,consent_page_0
1763284829.540664,2025-11-16T14:50:29.540664,43,893,consent_page_0
1763284829.586910,2025-11-16T14:50:29.586909,0,958,consent_page_0
1763284829.634663,2025-11-16T14:50:29.634663,18,1071,consent_page_0
1763284830.877796,2025-11-16T14:50:30.877796,442,1080,consent_page_0
1763284832.079763,2025-11-16T14:50:32.079763,656,1080,consent_page_0
1763284832.126291,2025-11-16T14:50:32.126291,661,1052,consent_page_0
1763284832.173296,2025-11-16T14:50:32.173295,516,1080,consent_decision_0
1763284832.458433,2025-11-16T14:50:32.458433,830,971,demographics_page_0
1763284832.500525,2025-11-16T14:50:32.500525,687,983,demographics_page_0
1763284832.546421,2025-11-16T14:50:32.546420,622,973,demographics_page_0
1763284832.594263,2025-11-16T14:50:32.594263,557,1080,demographics_page_0
1763284832.640394,2025-11-16T14:50:32.640394,617,960,demographics_page_0
1763284832.687444,2025-11-16T14:50:32.687444,727,622,demographics_page_0
1763284832.780709,2025-11-16T14:50:32.780709,808,862,demographics_page_0
1763284832.827383,2025-11-16T14:50:32.827383,663,781,demographics_page_0
