Timestamp,Timestamp (ISO 8601),X,Y,Page
1763283006.750285,2025-11-16T14:20:06.750285,1003,877,consent_page_0
1763283006.796223,2025-11-16T14:20:06.796222,1032,803,consent_page_0
1763283006.842522,2025-11-16T14:20:06.842522,1105,683,consent_page_0
1763283006.889239,2025-11-16T14:20:06.889238,1058,700,consent_page_0
1763283006.937233,2025-11-16T14:20:06.937233,1049,630,consent_page_0
1763283006.985745,2025-11-16T14:20:06.985744,1012,599,consent_page_0
1763283007.030740,2025-11-16T14:20:07.030739,1537,674,consent_page_0
1763283007.078877,2025-11-16T14:20:07.078876,1525,707,consent_page_0
1763283007.140042,2025-11-16T14:20:07.140042,1740,514,consent_page_0
1763283007.217225,2025-11-16T14:20:07.217225,1774,368,consent_page_0
1763283007.279723,2025-11-16T14:20:07.279722,1797,383,consent_page_0
1763283007.326788,2025-11-16T14:20:07.326787,1800,914,consent_page_0
1763283007.405670,2025-11-16T14:20:07.405670,980,434,consent_page_0
1763283007.450328,2025-11-16T14:20:07.450328,880,385,consent_page_0
1763283007.498429,2025-11-16T14:20:07.498429,879,368,consent_page_0
1763283007.545692,2025-11-16T14:20:07.545692,974,298,consent_page_0
1763283007.591748,2025-11-16T14:20:07.591747,994,267,consent_page_0
1763283007.639040,2025-11-16T14:20:07.639039,1013,274,consent_page_0
1763283007.686015,2025-11-16T14:20:07.686014,1014,279,consent_page_0
1763283007.732097,2025-11-16T14:20:07.732097,938,438,consent_page_0
1763283007.811261,2025-11-16T14:20:07.811261,880,317,consent_page_0
1763283007.855589,2025-11-16T14:20:07.855589,932,333,consent_page_0
1763283007.903202,2025-11-16T14:20:07.903201,947,319,consent_page_0
1763283007.952999,2025-11-16T14:20:07.952999,906,376,consent_page_0
1763283008.028241,2025-11-16T14:20:08.028241,920,245,consent_page_0
1763283008.076730,2025-11-16T14:20:08.076730,936,244,consent_page_0
1763283008.122686,2025-11-16T14:20:08.122685,1002,469,consent_page_0
1763283008.169946,2025-11-16T14:20:08.169946,1029,335,consent_page_0
1763283008.215141,2025-11-16T14:20:08.215141,843,875,consent_page_0
1763283008.262651,2025-11-16T14:20:08.262650,770,807,consent_page_0
1763283008.294123,2025-11-16T14:20:08.294122,795,400,consent_page_0
1763283008.340894,2025-11-16T14:20:08.340893,781,389,consent_page_0
1763283008.388145,2025-11-16T14:20:08.388145,805,421,consent_page_0
1763283008.433100,2025-11-16T14:20:08.433100,835,407,consent_page_0
1763283008.482195,2025-11-16T14:20:08.482194,834,352,consent_page_0
1763283008.544786,2025-11-16T14:20:08.544786,898,327,consent_decision_0
1763283008.592613,2025-11-16T14:20:08.592612,921,316,consent_decision_0
1763283008.638309,2025-11-16T14:20:08.638308,837,485,consent_decision_0
1763283008.685773,2025-11-16T14:20:08.685772,829,400,consent_decision_0
1763283008.731611,2025-11-16T14:20:08.731611,927,322,consent_decision_0
1763283008.778733,2025-11-16T14:20:08.778733,936,382,consent_decision_0
1763283008.826395,2025-11-16T14:20:08.826395,778,271,demographics_page_0
1763283008.887755,2025-11-16T14:20:08.887755,906,298,demographics_page_0
1763283008.949744,2025-11-16T14:20:08.949743,840,213,demographics_page_0
1763283008.996326,2025-11-16T14:20:08.996326,1049,74,demographics_page_0
1763283009.042825,2025-11-16T14:20:09.042825,1000,203,demographics_page_0
1763283009.092656,2025-11-16T14:20:09.092656,1032,193,demographics_page_0
1763283009.154529,2025-11-16T14:20:09.154528,1030,155,demographics_page_0
1763283009.199010,2025-11-16T14:20:09.199009,821,126,demographics_page_0
1763283009.244734,2025-11-16T14:20:09.244733,975,268,demographics_page_0
1763283009.291757,2025-11-16T14:20:09.291757,1068,379,demographics_page_0
1763283009.338699,2025-11-16T14:20:09.338699,1008,381,demographics_page_0
1763283009.386159,2025-11-16T14:20:09.386158,1000,348,demographics_page_0
1763283009.431753,2025-11-16T14:20:09.431752,861,460,demographics_page_0
1763283009.494782,2025-11-16T14:20:09.494782,630,753,demographics_page_0
1763283009.541161,2025-11-16T14:20:09.541161,665,674,demographics_page_0
1763283009.588761,2025-11-16T14:20:09.588761,447,1010,demographics_page_0
1763283009.634764,2025-11-16T14:20:09.634764,401,936,demographics_page_0
1763283009.681395,2025-11-16T14:20:09.681395,483,793,demographics_page_0
1763283009.728168,2025-11-16T14:20:09.728168,500,1080,demographics_page_0
1763283009.776917,2025-11-16T14:20:09.776916,493,997,demographics_page_0
1763283009.820941,2025-11-16T14:20:09.820941,557,988,demographics_page_0
1763283009.869012,2025-11-16T14:20:09.869011,512,901,demographics_page_0
1763283009.912573,2025-11-16T14:20:09.912573,711,730,demographics_page_0
1763283009.975701,2025-11-16T14:20:09.975701,557,875,demographics_page_0
1763283010.023809,2025-11-16T14:20:10.023808,938,782,demographics_page_0
1763283010.069673,2025-11-16T14:20:10.069672,653,607,demographics_page_0
1763283010.118833,2025-11-16T14:20:10.118833,1090,648,demographics_page_0
1763283010.196305,2025-11-16T14:20:10.196304,896,702,demographics_page_0
1763283010.259649,2025-11-16T14:20:10.259649,906,731,demographics_page_0
1763283010.288393,2025-11-16T14:20:10.288393,977,765,demographics_page_0
1763283010.429842,2025-11-16T14:20:10.429841,639,1080,demographics_page_0
1763283010.476253,2025-11-16T14:20:10.476253,630,1080,demographics_page_0
1763283010.524190,2025-11-16T14:20:10.524190,423,1006,demographics_page_0
1763283010.577207,2025-11-16T14:20:10.577207,552,976,demographics_page_0
1763283010.632055,2025-11-16T14:20:10.632055,606,232,demographics_page_0
1763283010.677748,2025-11-16T14:20:10.677747,773,337,demographics_page_0
1763283010.724150,2025-11-16T14:20:10.724150,754,175,demographics_page_0
1763283010.769741,2025-11-16T14:20:10.769741,687,273,demographics_page_0
1763283010.817304,2025-11-16T14:20:10.817303,724,140,demographics_page_0
1763283010.865834,2025-11-16T14:20:10.865834,770,371,demographics_page_0
1763283010.927732,2025-11-16T14:20:10.927732,817,239,demographics_page_0
1763283011.006485,2025-11-16T14:20:11.006485,901,531,demographics_page_0
1763283011.052792,2025-11-16T14:20:11.052792,878,497,demographics_page_0
1763283011.100456,2025-11-16T14:20:11.100456,899,472,demographics_page_0
1763283011.146331,2025-11-16T14:20:11.146331,907,476,demographics_page_0
1763283011.192188,2025-11-16T14:20:11.192187,890,437,demographics_page_0
1763283011.260062,2025-11-16T14:20:11.260062,957,547,demographics_page_0
1763283011.284392,2025-11-16T14:20:11.284392,949,495,demographics_page_0
1763283011.348987,2025-11-16T14:20:11.348986,837,485,demographics_page_0
1763283011.397276,2025-11-16T14:20:11.397276,872,445,demographics_page_0
1763283011.444174,2025-11-16T14:20:11.444174,824,622,demographics_page_0
