Timestamp,Timestamp (ISO 8601),X,Y,Page
1763288233.595651,2025-11-16T15:47:13.595651,802,160,restart_game_0
1763288233.645004,2025-11-16T15:47:13.645004,791,102,restart_game_0
1763288233.690268,2025-11-16T15:47:13.690268,761,222,restart_game_0
1763288233.736903,2025-11-16T15:47:13.736903,753,214,restart_game_0
1763288233.782621,2025-11-16T15:47:13.782621,657,121,restart_game_0
1763288233.830726,2025-11-16T15:47:13.830726,622,121,consent_page_0
1763288233.896225,2025-11-16T15:47:13.896225,599,136,consent_page_0
1763288233.941247,2025-11-16T15:47:13.941246,776,44,consent_page_0
1763288233.988835,2025-11-16T15:47:13.988835,812,90,consent_page_0
1763288234.035013,2025-11-16T15:47:14.035013,661,75,consent_page_0
1763288234.097613,2025-11-16T15:47:14.097613,665,105,consent_page_0
1763288234.145412,2025-11-16T15:47:14.145412,636,99,consent_page_0
1763288234.239699,2025-11-16T15:47:14.239698,629,69,consent_page_0
1763288234.316374,2025-11-16T15:47:14.316373,620,47,consent_page_0
1763288234.362116,2025-11-16T15:47:14.362115,613,65,consent_page_0
1763288234.405824,2025-11-16T15:47:14.405823,619,69,consent_page_0
1763288234.474343,2025-11-16T15:47:14.474342,593,75,consent_page_0
1763288234.538359,2025-11-16T15:47:14.538358,601,32,consent_page_0
1763288234.622624,2025-11-16T15:47:14.622624,555,42,consent_page_0
1763288234.679012,2025-11-16T15:47:14.679012,601,25,consent_page_0
1763288234.711437,2025-11-16T15:47:14.711437,612,19,consent_page_0
1763288234.755344,2025-11-16T15:47:14.755343,568,74,consent_page_0
1763288234.802690,2025-11-16T15:47:14.802689,676,54,consent_page_0
1763288234.849746,2025-11-16T15:47:14.849745,704,86,consent_page_0
1763288234.894389,2025-11-16T15:47:14.894388,695,91,consent_page_0
1763288234.942285,2025-11-16T15:47:14.942285,690,679,consent_page_0
1763288234.990133,2025-11-16T15:47:14.990133,705,724,consent_page_0
1763288235.037412,2025-11-16T15:47:15.037412,758,671,consent_page_0
1763288235.113097,2025-11-16T15:47:15.113096,808,623,consent_page_0
1763288235.159868,2025-11-16T15:47:15.159868,759,636,consent_page_0
1763288235.206325,2025-11-16T15:47:15.206324,780,651,consent_page_0
1763288235.254741,2025-11-16T15:47:15.254741,711,568,consent_page_0
1763288235.297924,2025-11-16T15:47:15.297924,684,597,consent_page_0
1763288235.341848,2025-11-16T15:47:15.341847,709,600,consent_page_0
1763288235.407414,2025-11-16T15:47:15.407414,676,539,consent_page_0
1763288235.454746,2025-11-16T15:47:15.454745,480,582,consent_page_0
1763288235.501914,2025-11-16T15:47:15.501913,387,558,consent_page_0
1763288235.548658,2025-11-16T15:47:15.548658,456,539,consent_page_0
1763288235.594860,2025-11-16T15:47:15.594859,433,512,consent_page_0
1763288235.641415,2025-11-16T15:47:15.641415,489,502,consent_page_0
1763288235.703650,2025-11-16T15:47:15.703649,547,424,consent_page_0
1763288235.748344,2025-11-16T15:47:15.748343,446,480,consent_page_0
1763288235.795759,2025-11-16T15:47:15.795759,506,443,consent_page_0
1763288235.841522,2025-11-16T15:47:15.841521,395,444,consent_page_0
1763288235.888005,2025-11-16T15:47:15.888004,441,425,consent_page_0
1763288235.934021,2025-11-16T15:47:15.934020,580,415,consent_page_0
1763288236.011718,2025-11-16T15:47:16.011718,715,347,consent_page_0
1763288236.057154,2025-11-16T15:47:16.057154,547,368,consent_page_0
1763288236.102585,2025-11-16T15:47:16.102585,550,401,consent_page_0
1763288236.166723,2025-11-16T15:47:16.166723,748,195,consent_page_0
1763288236.213705,2025-11-16T15:47:16.213705,1036,146,consent_page_0
1763288236.307330,2025-11-16T15:47:16.307329,1103,275,consent_page_0
1763288236.356409,2025-11-16T15:47:16.356409,1041,279,consent_page_0
1763288236.399889,2025-11-16T15:47:16.399888,1079,282,consent_page_0
1763288236.447405,2025-11-16T15:47:16.447405,1213,229,consent_page_0
1763288236.494068,2025-11-16T15:47:16.494067,1335,147,consent_page_0
1763288236.542309,2025-11-16T15:47:16.542308,1303,160,consent_page_0
1763288236.604628,2025-11-16T15:47:16.604628,1419,314,consent_page_0
1763288236.665999,2025-11-16T15:47:16.665999,1409,220,consent_page_0
1763288236.713186,2025-11-16T15:47:16.713185,1395,174,consent_page_0
1763288236.759463,2025-11-16T15:47:16.759463,1570,662,consent_page_0
1763288236.806801,2025-11-16T15:47:16.806801,1548,959,consent_page_0
1763288236.853758,2025-11-16T15:47:16.853757,1544,909,consent_page_0
1763288236.900531,2025-11-16T15:47:16.900530,1481,937,consent_page_0
1763288237.041694,2025-11-16T15:47:17.041694,1859,510,consent_page_0
1763288237.088014,2025-11-16T15:47:17.088014,1823,516,consent_page_0
1763288237.135063,2025-11-16T15:47:17.135063,1876,491,consent_page_0
1763288237.180818,2025-11-16T15:47:17.180818,1864,454,consent_page_0
1763288237.232690,2025-11-16T15:47:17.232689,1920,454,consent_page_0
1763288237.274009,2025-11-16T15:47:17.274009,1894,398,consent_page_0
1763288237.321194,2025-11-16T15:47:17.321193,1917,396,consent_page_0
1763288237.368706,2025-11-16T15:47:17.368705,1920,495,consent_page_0
1763288238.336977,2025-11-16T15:47:18.336976,1659,391,consent_page_0
1763288238.382869,2025-11-16T15:47:18.382869,1679,360,consent_page_0
1763288238.429934,2025-11-16T15:47:18.429934,1710,323,consent_page_0
