Timestamp,Timestamp (ISO 8601),X,Y,Page
1763284000.980846,2025-11-16T14:36:40.980846,87,491,restart_game_0
1763284001.024342,2025-11-16T14:36:41.024342,41,499,restart_game_0
1763284001.087611,2025-11-16T14:36:41.087611,58,614,restart_game_0
1763284001.150771,2025-11-16T14:36:41.150770,81,612,consent_page_0
1763284001.212463,2025-11-16T14:36:41.212463,0,633,consent_page_0
1763284001.275015,2025-11-16T14:36:41.275015,0,648,consent_page_0
1763284001.336498,2025-11-16T14:36:41.336498,0,570,consent_page_0
1763284001.385705,2025-11-16T14:36:41.385704,0,612,consent_page_0
1763284001.525079,2025-11-16T14:36:41.525078,0,454,consent_page_0
1763284001.572103,2025-11-16T14:36:41.572102,0,559,consent_page_0
1763284001.648699,2025-11-16T14:36:41.648699,128,436,consent_page_0
1763284001.696689,2025-11-16T14:36:41.696688,216,489,consent_page_0
1763284001.728140,2025-11-16T14:36:41.728140,140,415,consent_page_0
1763284001.775214,2025-11-16T14:36:41.775213,156,412,consent_page_0
1763284001.821435,2025-11-16T14:36:41.821434,136,442,consent_page_0
1763284001.885518,2025-11-16T14:36:41.885517,135,486,consent_page_0
1763284001.948463,2025-11-16T14:36:41.948462,3,548,consent_page_0
1763284001.995690,2025-11-16T14:36:41.995689,0,428,consent_page_0
1763284002.043902,2025-11-16T14:36:42.043901,0,480,consent_page_0
1763284002.088432,2025-11-16T14:36:42.088432,34,520,consent_page_0
1763284002.137279,2025-11-16T14:36:42.137279,60,465,consent_page_0
1763284002.183460,2025-11-16T14:36:42.183459,85,467,consent_page_0
1763284002.232720,2025-11-16T14:36:42.232720,301,523,consent_page_0
1763284002.274626,2025-11-16T14:36:42.274626,239,511,consent_page_0
1763284002.321902,2025-11-16T14:36:42.321902,270,496,consent_page_0
1763284002.370219,2025-11-16T14:36:42.370219,179,548,consent_page_0
1763284002.414784,2025-11-16T14:36:42.414784,220,598,consent_page_0
1763284002.463420,2025-11-16T14:36:42.463420,110,744,consent_page_0
1763284002.538811,2025-11-16T14:36:42.538811,169,826,consent_page_0
1763284002.587316,2025-11-16T14:36:42.587315,79,745,consent_page_0
1763284002.647369,2025-11-16T14:36:42.647369,372,783,consent_page_0
1763284002.693119,2025-11-16T14:36:42.693119,442,757,consent_page_0
1763284002.724411,2025-11-16T14:36:42.724411,332,798,consent_page_0
1763284002.770685,2025-11-16T14:36:42.770685,478,809,consent_page_0
1763284002.846160,2025-11-16T14:36:42.846159,432,744,consent_page_0
1763284002.893512,2025-11-16T14:36:42.893512,251,632,consent_page_0
1763284002.940566,2025-11-16T14:36:42.940565,183,596,consent_page_0
1763284002.986849,2025-11-16T14:36:42.986848,239,814,consent_page_0
1763284003.033154,2025-11-16T14:36:43.033153,235,776,consent_page_0
1763284003.079471,2025-11-16T14:36:43.079470,0,538,consent_page_0
1763284003.165337,2025-11-16T14:36:43.165336,162,771,consent_page_0
1763284003.219175,2025-11-16T14:36:43.219174,11,641,consent_page_0
1763284003.266648,2025-11-16T14:36:43.266648,18,659,consent_page_0
1763284003.344786,2025-11-16T14:36:43.344785,78,763,consent_page_0
1763284003.389763,2025-11-16T14:36:43.389762,114,669,consent_page_0
1763284003.453749,2025-11-16T14:36:43.453749,212,801,consent_page_0
1763284003.522344,2025-11-16T14:36:43.522344,184,798,consent_page_0
1763284003.576984,2025-11-16T14:36:43.576984,267,718,consent_page_0
1763284003.625251,2025-11-16T14:36:43.625250,257,711,consent_page_0
1763284003.670531,2025-11-16T14:36:43.670531,255,1080,consent_page_0
1763284003.717431,2025-11-16T14:36:43.717431,154,968,consent_page_0
1763284003.767722,2025-11-16T14:36:43.767722,181,926,consent_page_0
1763284003.808934,2025-11-16T14:36:43.808934,436,908,consent_page_0
1763284003.855944,2025-11-16T14:36:43.855943,158,1037,consent_page_0
1763284003.902277,2025-11-16T14:36:43.902277,404,955,consent_page_0
1763284003.949192,2025-11-16T14:36:43.949191,234,982,consent_page_0
1763284003.994865,2025-11-16T14:36:43.994865,297,1029,consent_page_0
1763284004.040884,2025-11-16T14:36:44.040884,237,1062,consent_page_0
1763284004.087157,2025-11-16T14:36:44.087156,99,863,consent_page_0
1763284004.133210,2025-11-16T14:36:44.133210,174,908,consent_page_0
1763284004.178843,2025-11-16T14:36:44.178843,169,881,consent_page_0
1763284004.674854,2025-11-16T14:36:44.674854,112,1080,consent_page_0
1763284005.566767,2025-11-16T14:36:45.566766,679,902,consent_page_0
1763284005.614802,2025-11-16T14:36:45.614802,741,885,consent_page_0
1763284005.659109,2025-11-16T14:36:45.659108,478,796,consent_page_0
1763284005.737741,2025-11-16T14:36:45.737741,188,956,consent_page_0
1763284005.784410,2025-11-16T14:36:45.784410,291,758,consent_page_0
1763284005.847416,2025-11-16T14:36:45.847415,37,1036,consent_page_0
1763284005.893234,2025-11-16T14:36:45.893233,103,1021,consent_page_0
1763284005.940434,2025-11-16T14:36:45.940433,110,1032,consent_page_0
1763284006.208092,2025-11-16T14:36:46.208091,86,1080,consent_page_0
